person_cluster,person_category,same_person_confidence,mentions,poems,counties,distinct_standard_lemmas,distinct_local_lemmas,distinct_word_normalised_forms,standard_lemma_counts,local_lemma_counts,word_normalised_counts,english_gloss_counts,county_counts,poems_with_multiple_standard_lemmas_in_cluster,example_multi_standard_poem_ids,same_person_note
Kurupatkin,unmapped_possible_person_name,low,1,1,0,1,1,1,Kurupatkin (1),Kurupatkin (1),Kurupatkin (1),Kuropatkin (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kusma,unmapped_possible_person_name,low,1,1,1,1,1,1,Kusma (1),Kusma (1),Kusma (1),Kusma (1),Setumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kustaan poika,unmapped_possible_person_name,low,1,1,1,1,1,1,Kustaan poika (1),Kustaan poika (1),Kustasson (1),Kustaa's son (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kustaanpoika,unmapped_possible_person_name,low,1,1,1,1,1,1,Kustaanpoika (1),Kustaa & poika (1),Kustaanpojan (1),Kustaa's son (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kustav,unmapped_possible_person_name,low,1,1,1,1,1,1,Kustav (1),Kustav (1),Kustav (1),Kustav (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kusva,unmapped_possible_person_name,low,1,1,1,1,1,1,Kusva (1),Kusbo (1),Kusvon (1),Kusbo's (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuta,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuta (1),kuta (1),Kuta (1),Kuta (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuti (1),Kuti (1),Kuti (1),Kuti (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutis,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutis (1),Kutis (1),Kutis (1),Kutis (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutja,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutja (1),Kutja (1),Kutja (1),Kutja (1),Keski-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutla,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutla (1),Kutla+n (1),Kutlan (1),of Kutla (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutra,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutra (1),Kutra (1),Kutra (1),Kutra (1),Länsi-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutti (1),Kutti (1),Kutti (1),Devil (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kutvamoisi,unmapped_possible_person_name,low,1,1,1,1,1,1,Kutvamoisi (1),Kutvamoisi (1),Kutvamoisiin (1),to Kutvamoisi (1),Pohjois-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuu,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuu (1),Kuu (1),Kuuren (1),Kuu's (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuudola,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuudola (1),Kuudola (1),Kuudolan (1),Kuudola's (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuukkola,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuukkola (1),Kuukkola (1),Kuukkolan (1),of Kuukkola (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuul,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuul (1),Kuol (1),Kuolil (1),Kuol (name) (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuuro (name),unmapped_possible_person_name,low,1,1,1,1,1,1,Kuuro (name) (1),Kuuro (1),Kuuro (1),Kuuro (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuurras,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuurras (1),Kuurras (1),Kuurrasilta (1),from Kuurras (1),Kainuu (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuusa,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuusa (1),Kuusa (1),Kuusaa (1),of Kuusa (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuusalus,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuusalus (1),Kuusalus (1),Kuusalusse (1),to Kuusalus (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuusojalta,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuusojalta (1),Kuusoja (1),Kuusojalta (1),from Kuusoja (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuusova,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuusova (1),Kuusova (1),Kuusovaa (1),Kuusova (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuuti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuuti (1),Kuuti (1),Kuuti (1),Kuuti (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuuttar,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuuttar (1),kuuttaralle (1),Kuuttaralle (1),to Kuuttar (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kuzmoi,unmapped_possible_person_name,low,1,1,1,1,1,1,Kuzmoi (1),Kuzmoi (1),Kuzmoi (1),Kuzmoi (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyllikin,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyllikin (1),kylliken (1),Kylliken (1),Kyllikki's (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyllikkiä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyllikkiä (1),kyllikke (1),Kyllikkeä (1),Kyllikki (1),Aunus (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kylä-Matti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kylä-Matti (1),Kylä-Matti (1),Kylä-Matti (1),Village-Matti (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kymäläinen,unmapped_possible_person_name,low,1,1,1,1,1,1,Kymäläinen (1),Kymäläinen (1),Kymäläisen (1),Kymäläinen's (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kynkkä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kynkkä (1),Kynkkä (1),Kynkkä (1),Kynkkä (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyrölä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyrölä (1),Kyrölä (1),kyrölässiltä (1),from Kyrölä (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyröslassi,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyröslassi (1),Kyröslassi (1),Kyröslassilta (1),from Kyröslassi (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyykä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyykä (1),kyykä (1),Kyykän (1),of Kyykä (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyyre,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyyre (1),Kyyre (1),Kyyre (1),Kyyre (1),Keski-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyyrä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyyrä (1),Kyyrä (1),Kyyrän (1),of Kyyrä (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyyrö,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyyrö (1),Kyyrö (1),Kyyrölän (1),Kyyrö's (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyyttö,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyyttö (1),Kyyttö (1),Kyyttö (1),Kyyttö (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyzmoi,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyzmoi (1),Kyzmoi (1),Kyzmoi (1),Kuzmoi (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyöpelä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyöpelä (1),Kyöpelä (1),Kyöpelissä (1),in Kyöpelä (1),Itä- ja Pohjois-Inkeri (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kyörä,unmapped_possible_person_name,low,1,1,1,1,1,1,Kyörä (1),Kyörä (1),Kyörä (1),Kyörä (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kädva,unmapped_possible_person_name,low,1,1,1,1,1,1,Kädva (1),Kädva (1),Kädva (1),Kädva (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Käihkölä,unmapped_possible_person_name,low,1,1,1,1,1,1,Käihkölä (1),Käihkölä (1),Käihkölässä (1),in Käihkölä (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärd,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärd (1),Kärd (1),Kärdi (1),Kärd's (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärda,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärda (1),Kärda (1),Kärda (1),Kärda's (1),Järvamaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärdi,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärdi (1),Kärdi (1),Kärdi (1),Kärdi (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärdla,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärdla (1),Kärdla (1),Kärdal (1),in Kärdla (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärdu/käru,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärdu/käru (1),Kärdu/käru (1),Kärdu (1),Kärdu/cart (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärkna,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärkna (1),Kärkna (1),Kärkna (1),Kärkna (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärnali,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärnali (1),Kärnali (1),Kärnali (1),Kärnali (name?) (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärp,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärp (1),Kärp (1),Kärpi (1),Kärp (name) (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kärsti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kärsti (1),Kärsti (1),Kärsti (1),Kärsti (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kåpr,unmapped_possible_person_name,low,1,1,1,1,1,1,Kåpr (1),kåpri-n (1),kåprin (1),Kåpr's (1),Etelä-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõielast,unmapped_possible_person_name,low,1,1,1,1,1,1,Kõielast (1),kõiäla+sta (1),Kõielast (1),from Kõiela (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõldu,unmapped_possible_person_name,low,1,1,1,1,1,1,Kõldu (1),Kõldu (1),Kõldu (1),Kõldu's (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõlu,unmapped_possible_person_name,low,1,1,1,1,1,1,Kõlu (1),Kõlu (1),Kõlu (1),Kõlu (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõrtsi-Tiina,unmapped_possible_person_name,low,1,1,1,1,1,1,Kõrtsi-Tiina (1),Kõrtsi-Tiina (1),Kõrtsi-Tiina (1),Tavern-Tiina (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kõti,unmapped_possible_person_name,low,1,1,1,1,1,1,Kõti (1),Kõti (1),Kõti (1),Kõti (1),Võrumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Köide,unmapped_possible_person_name,low,1,1,1,1,1,1,Köide (1),Köide (1),Köidama (1),Köidama (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Köyri,unmapped_possible_person_name,low,1,1,1,1,1,1,Köyri (1),Köyri (1),Köyri (1),Köyri (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Köörus,unmapped_possible_person_name,low,1,1,1,1,1,1,Köörus (1),köörus (1),köörusse (1),to Köörus (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Kükali,unmapped_possible_person_name,low,1,1,1,1,1,1,Kükali (1),Kükali (1),Kükali (1),Kükali (1),Viljandimaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Küüo,unmapped_possible_person_name,low,1,1,1,1,1,1,Küüo (1),Küio (1),Küio (1),Küio (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laaba,unmapped_possible_person_name,low,1,1,1,1,1,1,Laaba (1),Laaba (1),Laaba (1),Laaba (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laaman,unmapped_possible_person_name,low,1,1,1,1,1,1,Laaman (1),Laamas (1),Laamase (1),Laama's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laamo,unmapped_possible_person_name,low,1,1,1,1,1,1,Laamo (1),Laamose (1),Laamon (1),Laamo's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laamonen,unmapped_possible_person_name,low,1,1,1,1,1,1,Laamonen (1),Laamose- (1),Laamosen (1),Laamo's (1),Etelä-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laantsi,unmapped_possible_person_name,low,1,1,1,1,1,1,Laantsi (1),Laantsi (1),Laantsi (1),Laantsi (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laara/laari,unmapped_possible_person_name,low,1,1,1,1,1,1,Laara/laari (1),laaraa (1),Laaraa (1),Laara/chest (1),Peräpohjola (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laaru,unmapped_possible_person_name,low,1,1,1,1,1,1,Laaru (1),Laaru (1),Laarun (1),Laaru's (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laasi,unmapped_possible_person_name,low,1,1,1,1,1,1,Laasi (1),Laasa (1),Laasa (1),Laasa (1),Laatokan Karjala (Raja-Karjala) (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laasu,unmapped_possible_person_name,low,1,1,1,1,1,1,Laasu (1),Laasu (1),Laasu (1),Laasu (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laati,unmapped_possible_person_name,low,1,1,1,1,1,1,Laati (1),laati (1),laatin (1),of Laati (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laatia,unmapped_possible_person_name,low,1,1,1,1,1,1,Laatia (1),Laatia (1),laatialle (1),to Laatia (1),Pohjois-Karjala (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laatre,unmapped_possible_person_name,low,1,1,1,1,1,1,Laatre (1),laatre (1),Laatre (1),Laatre (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laavi,unmapped_possible_person_name,low,1,1,0,1,1,1,Laavi (1),Laavi (1),Laavi (1),Laavi (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lagedi,unmapped_possible_person_name,low,1,1,1,1,1,1,Lagedi (1),Lagedi (1),Lagedilt (1),from Lagedi (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lahre,unmapped_possible_person_name,low,1,1,1,1,1,1,Lahre (1),Lahre (1),Lahren (1),Lahre's (1),Häme (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laim,unmapped_possible_person_name,low,1,1,1,1,1,1,Laim (1),Laim (1),Laime (1),Laime (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laina (if loan),unmapped_possible_person_name,low,1,1,1,1,1,1,Laina (if loan) (1),Lain (1),Lain (1),(of) Lain (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lainne,unmapped_possible_person_name,low,1,1,0,1,1,1,Lainne (1),Lainnela (1),Lainnela (1),Lainne's (1),,0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laitinen,unmapped_possible_person_name,low,1,1,1,1,1,1,Laitinen (1),Laitinen (1),Laitinen (1),Laitinen (1),Satakunta (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laitivasa,unmapped_possible_person_name,low,1,1,1,1,1,1,Laitivasa (1),Laitivasa (1),Laitivasassa (1),Laitivasa (1),Etelä-Pohjanmaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Laius,unmapped_possible_person_name,low,1,1,1,1,1,1,Laius (1),Laius (1),Laiuse (1),Laiuse's (1),Virumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lallevere,unmapped_possible_person_name,low,1,1,1,1,1,1,Lallevere (1),Lallevere (1),Lallevere (1),Lallevere (1),Läänemaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lalli (name),unmapped_possible_person_name,low,1,1,1,1,1,1,Lalli (name) (1),lalli (1),Lalli (1),Lalli (1),Pohjois-Savo (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lalum,unmapped_possible_person_name,low,1,1,1,1,1,1,Lalum (1),lalum (1),Lalun (1),Lalum's (1),Varsinais-Suomi (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lamber,unmapped_possible_person_name,low,1,1,1,1,1,1,Lamber (1),lamberiste (1),Lamberite (1),Lamber's (1),Saaremaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lambrik,unmapped_possible_person_name,low,1,1,1,1,1,1,Lambrik (1),Lambrik (1),Lambrikule (1),to Lambrik (1),Pärnumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lambris,unmapped_possible_person_name,low,1,1,1,1,1,1,Lambris (1),Lambris (1),Lambrisele (1),to Lambris (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lammerik,unmapped_possible_person_name,low,1,1,1,1,1,1,Lammerik (1),Lammerik (1),Lammerik (1),Lammerik (1),Tartumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
Lamre,unmapped_possible_person_name,low,1,1,1,1,1,1,Lamre (1),lamre (1),lamresele (1),to Lamre (name) (1),Harjumaa (1),0,,"Detected as a possible name, but not mapped to a known same-person/name-family cluster."
