county,person_cluster,mentions,poems,distinct_standard_lemmas,distinct_local_lemmas,top_standard_lemmas,top_local_lemmas
Länsi-Inkeri,Tora,1,1,1,1,Tora (1),Tora (1)
Länsi-Inkeri,Turoin,1,1,1,1,Turoin (1),turoin (1)
Länsi-Inkeri,Tyrsövä,1,1,1,1,Tyrsövä (1),Tyrsövä (1)
Länsi-Inkeri,Uffotkaa,1,1,1,1,Uffotkaa (1),uffotkaa (1)
Länsi-Inkeri,Unno,1,1,1,1,Unno (1),Unno (1)
Länsi-Inkeri,Unnolla,1,1,1,1,Unnolla (1),Unnoll (1)
Länsi-Inkeri,Unnonmaa,1,1,1,1,Unnonmaa (1),Unnonmaan (1)
Länsi-Inkeri,Unto + maa,1,1,1,1,Unto + maa (1),Unto + maa (1)
Länsi-Inkeri,Unttermo,1,1,1,1,Unttermo (1),untermoin (1)
Länsi-Inkeri,Vaaseli,1,1,1,1,Vaaseli (1),Vaaseli (1)
Länsi-Inkeri,Vedro,1,1,1,1,Vedro (1),Vedroi (1)
Länsi-Inkeri,Vedroi,1,1,1,1,Vedroi (1),Vedroi (1)
Länsi-Inkeri,Vellon,1,1,1,1,Vellon (1),Vellon (1)
Länsi-Inkeri,Vento,1,1,1,1,Vento (1),Vento (1)
Länsi-Inkeri,Virkane,1,1,1,1,Virkane (1),Virkane (1)
Länsi-Inkeri,Virvo,1,1,1,1,Virvo (1),Virvo (1)
Länsi-Inkeri,Väsmaro,1,1,1,1,Väsmaro (1),Väsmaro (1)
Länsi-Inkeri,Yljen,1,1,1,1,Yljen (1),Yllen (1)
Länsi-Inkeri,Yllö,1,1,1,1,Yllö (1),Yllön (1)
Länsi-Inkeri,anu (proper noun),1,1,1,1,anu (proper noun) (1),anu-ni (1)
Länsi-Inkeri,hakku/hakula,1,1,1,1,hakku/hakula (1),hakku/hakula (1)
Länsi-Inkeri,heko,1,1,1,1,heko (1),hekoille (1)
Länsi-Inkeri,hursti,1,1,1,1,hursti (1),hursti (1)
Länsi-Inkeri,kaija,1,1,1,1,kaija (1),kaija (1)
Länsi-Inkeri,kakkotuuli,1,1,1,1,kakkotuuli (1),kakkotuuli (1)
Länsi-Inkeri,katanmarja,1,1,1,1,katanmarja (1),kati-marja (1)
Länsi-Inkeri,katinkukka,1,1,1,1,katinkukka (1),kati-kukka (1)
Länsi-Inkeri,kavva,1,1,1,1,kavva (1),kavva (1)
Länsi-Inkeri,mai,1,1,1,1,mai (1),maien (1)
Länsi-Inkeri,manu (dial.),1,1,1,1,manu (dial.) (1),manu (1)
Länsi-Inkeri,martikkainen,1,1,1,1,martikkainen (1),martikkaine (1)
Länsi-Inkeri,nimeä,1,1,1,1,nimeä (1),nimmee (1)
Länsi-Inkeri,nimi,1,1,1,1,nimi (1),nimi (1)
Länsi-Inkeri,otto,1,1,1,1,otto (1),otto (1)
Länsi-Inkeri,piiru,1,1,1,1,piiru (1),piiru (1)
Länsi-Inkeri,raaka? (uncertain),1,1,1,1,raaka? (uncertain) (1),raas (1)
Länsi-Inkeri,saanikkainen,1,1,1,1,saanikkainen (1),saanikkaiseheen (1)
Länsi-Inkeri,siestar&marja,1,1,1,1,siestar&marja (1),siestar&marja (1)
Länsi-Inkeri,sisovas (hypoth.),1,1,1,1,sisovas (hypoth.) (1),sisova (1)
Länsi-Inkeri,vankka (if descriptor) / Vantaa (if proper),1,1,1,1,vankka (if descriptor) / Vantaa (if proper) (1),vantsa (1)
Länsi-Inkeri,vedro,1,1,1,1,vedro (1),vedro (1)
Länsi-Inkeri,Ääveri (obscure root),1,1,1,1,Ääveri (obscure root) (1),Ääverikine (1)
Länsipohja,Jesus / Christ,18,17,3,5,Jeesus (15); Jesus (2); Kristus (1),Iesus (8); Jeesus (6); Jesus (2); Jiesus (1); Kristus (1)
Länsipohja,God / Jumala / Jumal,6,6,4,4,herra (3); Jumala (1); jumala (1); Herra (1),herra (3); Jumala (1); jumala (1); Herra (1)
Länsipohja,Mary / Maria / Maarja / Mari,5,4,1,2,Maria (5),Maria (4); Maaria (1)
Länsipohja,John / Jaan / Jussi / Hans,3,2,2,2,juhannes (2); Jussi (1),juhannes (2); Jussi (1)
Länsipohja,Andrew / Antti,2,1,1,1,Antti (2),Antti (2)
Länsipohja,Jacob / Jaak / Jaakko,2,1,1,1,Jaakko (2),Jaakko (2)
Länsipohja,Matthew / Matti,2,1,1,1,Matti (2),Matti (2)
Länsipohja,Eve / Eeva,1,1,1,1,Eeva (1),Eeva (1)
Länsipohja,Henry / Heikki,1,1,1,1,Heikki (1),Heikki (1)
Länsipohja,Peter / Pietari / Peeter,1,1,1,1,Petteri (1),Petter (1)
Länsipohja,Tuoni,1,1,1,1,tuoni (1),tuumen (1)
Länsipohja,nimi,1,1,1,1,nimi (1),nimi (1)
Läänemaa,Martin / Mart / Märt,258,49,14,10,mart (92); mard (63); Mart (53); Mard (14); mardus (10); mardid (7); mardikas (7); Mard (proper noun) (2),mart (111); mard (63); Mart (55); mardid (11); Mard (9); Mardi (4); marti (2); märti (1)
Läänemaa,John / Jaan / Jussi / Hans,194,88,10,17,Jaan (125); Ants (32); Hans (26); hans (3); jaanike (2); Juhan (2); Juss (1); hannes (1),Jaan (119); Ants (27); Hans (23); ants (5); jaanikene (3); Jaanikene (2); hans (2); hants (2)
Läänemaa,God / Jumala / Jumal,179,129,14,25,jumal (55); härra (35); Jumal (35); herra (22); looja (10); junkur (6); Looja (6); isand (3),jumal (54); Jumal (33); härra (32); herra (17); looja (9); Looja (6); ärra (3); junkur (3)
Läänemaa,Mary / Maria / Maarja / Mari,172,108,11,19,Mari (86); mari (51); Maarja (18); Maria (8); marikene (2); Maari (2); Marike (1); marjukene (1),Mari (73); mari (45); Maarja (14); Maria (7); Mare (6); Marike (4); Maari (4); marikene (3)
Läänemaa,Anna / Anne / Ann / Anni,134,69,10,13,Ann (76); Anne (30); anne (15); Änni (4); Anu (3); Anna (1); Anne & -ke (1); änn (1),Ann (71); Anne (30); anne (15); Anu (4); Änni (4); annekene (2); Anne+kene (2); ande (1)
Läänemaa,Catherine / Kadri / Katri,115,29,7,8,Kadri (90); kadri (18); kadripäev (3); Kati (1); kadrike (1); Katariina (1); Kai (1),Kadri (85); kadri (21); Katri (4); Kadrid (1); Kati (1); kadrikene (1); Katariina (1); Kaie (1)
Läänemaa,Elizabeth / Liisa / Liisu / Elli,88,47,4,7,Liisu (78); Liisa (8); liisu (1),Liisu (73); Liisa (5); liisu (3); Liisuke (2); Liisukene (2); Liiso (2); Liisarilli (1)
Läänemaa,Matthew / Matti,46,22,5,5,Mats (41); mats (2); matsatama (1); Matsi (1); Madis (1),Mats (39); Matsi (3); mats (2); matsatama (1); Madis (1)
Läänemaa,George / Jüri,42,23,2,4,Jüri (41); Juri (1),Jüri (37); jurid (3); Juri (1); jüri (1)
Läänemaa,Peter / Pietari / Peeter,31,16,2,6,Peeter (24); Peetrus (7),Peeter (19); Peetrus (8); Ptru (1); Pietar (1); Peet (1); Peetert (1)
Läänemaa,Michael / Mikko / Mihkel,28,18,4,9,Mihkel (17); Miku (6); Mikk (3); mihkel (2),Mihkel (13); Miku (6); Mikk (3); mihkeline (1); mihkel (1); minni (1); Mihli (1); Mihklikene (1)
Läänemaa,Kalev / Kalervo,24,19,2,9,Kalev (17); kalev (7),Kalev (7); kalev (6); Kalevere (2); Kalt (2); Kalevi (2); kalevine (2); kaleve (1); kalevist (1)
Läänemaa,Kai,18,14,1,3,Kai (18),Kai (13); Kaie (4); kaie (1)
Läänemaa,Tiiu,17,13,1,2,Tiiu (17),Tiiu (15); tiiu (2)
Läänemaa,Simon / Siim / Simo,16,12,3,3,Siim (13); Siimon (2); siim (1),Siim (13); Siimon (2); siim (1)
Läänemaa,Malle,15,11,1,1,Malle (15),Malle (15)
Läänemaa,Jacob / Jaak / Jaakko,14,9,3,6,Jaak (12); Jaagup (1); Jaakob (1),Jaak (8); Jaagul (2); Jaagup (1); Jaakob (1); Jaago (1); jaagu (1)
Läänemaa,Jesus / Christ,14,8,4,7,Jeesus (9); Kristus (3); Jeesusesse (1); Kriste (1),Jeesus (8); Jeesusse (1); Kõrstus (1); jeesus (1); kristus (1); Kristus (1); Kriste (1)
Läänemaa,Kaie,14,10,1,1,Kaie (14),Kaie (14)
Läänemaa,Sarah / Saara,14,3,2,2,säär (10); Saara (4),säärel (10); Saara (4)
Läänemaa,Thomas / Toomas / Tuomas,13,12,2,3,Toomas (12); Tooma (1),Toomas (11); Tohri (1); Tooma (1)
Läänemaa,Aadu,7,4,1,1,Aadu (7),Aadu (7)
Läänemaa,kai,7,3,1,2,kai (7),kai (6); kaie (1)
Läänemaa,Mai,6,6,1,2,Mai (6),Mai (4); Maie (2)
Läänemaa,Marel,6,1,1,1,Marel (6),Marel (6)
Läänemaa,Rein,6,1,1,1,Rein (6),Rein (6)
Läänemaa,Vatla,6,2,1,1,Vatla (6),Vatla (6)
Läänemaa,Eve / Eeva,5,3,1,1,Eeva (5),Eeva (5)
Läänemaa,Kaarel,5,5,1,2,Kaarel (5),Kaarel (4); Kaarli (1)
Läänemaa,Päts,5,1,1,1,Päts (5),Päts (5)
Läänemaa,Alli,4,2,1,1,Alli (4),Alli (4)
Läänemaa,Atti,4,1,1,1,Atti (4),Atti (4)
Läänemaa,Hants,4,4,1,1,Hants (4),Hants (4)
Läänemaa,Kalevipoeg,4,1,1,1,Kalevipoeg (4),Kalevipoeg (4)
Läänemaa,Kungla,4,1,1,1,Kungla (4),Kungla (4)
Läänemaa,Kõima,4,2,1,1,Kõima (4),Kõima (4)
Läänemaa,Miku,4,2,1,1,Miku (4),Miku (4)
Läänemaa,Olland,4,2,1,1,Olland (4),Olland (4)
Läänemaa,Sulevipoeg,4,1,1,1,Sulevipoeg (4),Sulevipoeg (4)
Läänemaa,Viiu,4,2,1,1,Viiu (4),Viiu (4)
Läänemaa,mai,4,2,1,1,mai (4),mai (4)
Läänemaa,sõeru,4,1,1,1,sõeru (4),sõeru (4)
Läänemaa,Are,3,1,1,1,Are (3),Are (3)
Läänemaa,Eila,3,1,1,1,Eila (3),Eila (3)
Läänemaa,Koela,3,2,1,1,Koela (3),Koela (3)
Läänemaa,Liisapunt,3,1,1,1,Liisapunt (3),Liisapunt (3)
Läänemaa,Madli,3,2,1,2,Madli (3),madli (2); Madli (1)
Läänemaa,Mare,3,3,1,1,Mare (3),Mare (3)
Läänemaa,Mareta,3,3,1,1,Mareta (3),Mareta (3)
Läänemaa,Niuk,3,1,1,1,Niuk (3),Niuk (3)
Läänemaa,Portugal,3,1,1,1,Portugal (3),Portugal (3)
Läänemaa,Pärt,3,3,1,1,Pärt (3),Pärt (3)
Läänemaa,Ruila,3,2,1,1,Ruila (3),Ruila (3)
Läänemaa,Aivas,2,1,1,1,Aivas (2),Aivas (2)
Läänemaa,Andrew / Antti,2,2,1,1,Andres (2),Andres (2)
Läänemaa,Arkus,2,1,1,1,Arkus (2),Arkus (2)
Läänemaa,Hints,2,2,1,1,Hints (2),Hints (2)
Läänemaa,Hintsu,2,1,1,1,Hintsu (2),Hintsu (2)
Läänemaa,Iiri,2,1,1,1,Iiri (2),Iiri (2)
Läänemaa,Insu,2,1,1,1,Insu (2),Insu (2)
Läänemaa,Judas / Juudas,2,1,1,1,juudas (2),juudas (2)
Läänemaa,Juula,2,1,1,1,Juula (2),Juula (2)
Läänemaa,Kiska,2,1,1,1,Kiska (2),Kiska (2)
Läänemaa,Kolda,2,1,1,1,Kolda (2),Kolda (2)
Läänemaa,Koluvere,2,1,1,1,Koluvere (2),Koluvere (2)
Läänemaa,Krumm,2,1,1,1,Krumm (2),Krumma (2)
Läänemaa,Lammer,2,2,1,1,Lammer (2),Lammer (2)
Läänemaa,Lauri,2,1,1,2,Lauri (2),lauri (1); laur (1)
Läänemaa,Leegerpung,2,1,1,1,Leegerpung (2),Leegerpung (2)
Läänemaa,Liiverland,2,1,1,1,Liiverland (2),Liiverland (2)
Läänemaa,Lissu,2,1,1,1,Lissu (2),Lissu (2)
Läänemaa,Maima,2,1,1,1,Maima (2),Maima (2)
Läänemaa,Musku,2,1,1,1,Musku (2),Musku (2)
Läänemaa,Määvl,2,1,1,1,Määvl (2),Määvl (2)
Läänemaa,Nömba,2,1,1,1,Nömba (2),Nömba (2)
Läänemaa,Pireta,2,2,1,1,Pireta (2),Pireta (2)
Läänemaa,Pootsi,2,1,1,1,Pootsi (2),Pootsi (2)
Läänemaa,Preen,2,1,1,1,Preen (2),preeni (2)
Läänemaa,Pärglis,2,1,1,1,Pärglis (2),Pärglis (2)
Läänemaa,Riino,2,1,1,1,Riino (2),Riino (2)
Läänemaa,Sulev,2,1,1,1,Sulev (2),Sulev (2)
Läänemaa,Tõnu,2,2,1,2,Tõnu (2),Tõnu (1); tõnsu (1)
Läänemaa,Uku,2,1,1,1,Uku (2),Uku (2)
Läänemaa,Vardi,2,1,1,1,Vardi (2),Vardi (2)
Läänemaa,Velklas,2,1,1,1,Velklas (2),Velklas (2)
Läänemaa,Veltsa,2,1,1,1,Veltsa (2),Veltsa (2)
Läänemaa,Villem,2,1,1,2,Villem (2),Viu (1); Villem (1)
Läänemaa,tõnn,2,1,1,1,tõnn (2),tõnn (2)
Läänemaa,Aadam,1,1,1,1,Aadam (1),Aadam (1)
Läänemaa,Aare,1,1,1,1,Aare (1),Aare (1)
Läänemaa,Aasi (proper),1,1,1,1,Aasi (proper) (1),Aasi (1)
Läänemaa,Abe,1,1,1,1,Abe (1),Abe (1)
Läänemaa,Adukene,1,1,1,1,Adukene (1),Adukene (1)
Läänemaa,Aeska,1,1,1,1,Aeska (1),Aeska (1)
Läänemaa,Agard,1,1,1,1,Agard (1),Agard (1)
Läänemaa,Aidu,1,1,1,1,Aidu (1),Aida (1)
Läänemaa,Airu,1,1,1,1,Airu (1),Airu (1)
Läänemaa,All,1,1,1,1,All (1),All (1)
Läänemaa,Alllor,1,1,1,1,Alllor (1),Alllori (1)
Läänemaa,Andrus,1,1,1,1,Andrus (1),Andrus (1)
Läänemaa,Ansu,1,1,1,1,Ansu (1),Ansu (1)
Läänemaa,Ants,1,1,1,1,Ants (1),antsu (1)
Läänemaa,Armi,1,1,1,1,Armi (1),Armi (1)
Läänemaa,Aruküla,1,1,1,1,Aruküla (1),Aruküla (1)
Läänemaa,Avard,1,1,1,1,Avard (1),Avard (1)
Läänemaa,Ella,1,1,1,1,Ella (1),ella (1)
Läänemaa,Hantsukene,1,1,1,1,Hantsukene (1),Hantsukene (1)
Läänemaa,Henry / Heikki,1,1,1,1,Hendrik (1),Hendrik (1)
Läänemaa,Hindsu,1,1,1,1,Hindsu (1),Hindsu (1)
Läänemaa,Hüüp,1,1,1,1,Hüüp (1),Hüüp (1)
Läänemaa,Iiomaa,1,1,1,1,Iiomaa (1),Iiomaa (1)
Läänemaa,Iireerne,1,1,1,1,Iireerne (1),Iireerne (1)
Läänemaa,Inspeli,1,1,1,1,Inspeli (1),Inspeli (1)
Läänemaa,Ints,1,1,1,1,Ints (1),Ints (1)
Läänemaa,Irmi,1,1,1,1,Irmi (1),Irmi (1)
Läänemaa,Jaanus,1,1,1,1,Jaanus (1),Jaanus (1)
Läänemaa,Junts,1,1,1,1,Junts (1),Junts (1)
Läänemaa,Järv,1,1,1,1,Järv (1),Järv (1)
Läänemaa,Kaaburi,1,1,1,1,Kaaburi (1),Kaaburi (1)
Läänemaa,Kalle,1,1,1,1,Kalle (1),Kalle (1)
Läänemaa,Kapasto,1,1,1,1,Kapasto (1),Kapasto (1)
Läänemaa,Kaspar,1,1,1,1,Kaspar (1),Kaspar (1)
Läänemaa,Kersti,1,1,1,1,Kersti (1),Kersti (1)
Läänemaa,Kiisu,1,1,1,1,Kiisu (1),Kiisu (1)
Läänemaa,Kiske,1,1,1,1,Kiske (1),Kiske (1)
Läänemaa,Kolga,1,1,1,1,Kolga (1),Kolga (1)
Läänemaa,Kolovere,1,1,1,1,Kolovere (1),Kolovere (1)
Läänemaa,Kosti,1,1,1,1,Kosti (1),Kosti (1)
Läänemaa,Krants,1,1,1,1,Krants (1),Krants (1)
Läänemaa,Kreed,1,1,1,1,Kreed (1),Kreed (1)
Läänemaa,Kreet,1,1,1,1,Kreet (1),Kreet (1)
Läänemaa,Kross,1,1,1,1,Kross (1),Kross (1)
Läänemaa,Kusta,1,1,1,1,Kusta (1),Kusta (1)
Läänemaa,Kustas,1,1,1,1,Kustas (1),Kustas (1)
Läänemaa,Kuung (proper),1,1,1,1,Kuung (proper) (1),Kuung (1)
Läänemaa,Kärdla,1,1,1,1,Kärdla (1),Kärdla (1)
Läänemaa,Kärsti,1,1,1,1,Kärsti (1),Kärsti (1)
Läänemaa,Laas,1,1,1,1,Laas (1),Laas (1)
Läänemaa,Laim,1,1,1,1,Laim (1),Laim (1)
Läänemaa,Lallevere,1,1,1,1,Lallevere (1),Lallevere (1)
Läänemaa,Lalli,1,1,1,1,Lalli (1),Lalli (1)
Läänemaa,Lauk,1,1,1,1,Lauk (1),Lauk (1)
Läänemaa,Leigerpung,1,1,1,1,Leigerpung (1),Leigerpung (1)
Läänemaa,Liigerpung,1,1,1,1,Liigerpung (1),Liigerpung (1)
Läänemaa,Liisukene,1,1,1,1,Liisukene (1),liisukene (1)
Läänemaa,Lilla,1,1,1,1,Lilla (1),lilla (1)
Läänemaa,Lisso,1,1,1,1,Lisso (1),Lisso (1)
Läänemaa,Mahkiri,1,1,1,1,Mahkiri (1),Mahkiri (1)
Läänemaa,Maie,1,1,1,1,Maie (1),Maie (1)
Läänemaa,Mamts,1,1,1,1,Mamts (1),Mamts (1)
Läänemaa,Manu,1,1,1,1,Manu (1),Manu (1)
Läänemaa,Matsalu,1,1,1,1,Matsalu (1),Matsalu (1)
Läänemaa,Mielva,1,1,1,1,Mielva (1),Mielva (1)
Läänemaa,Miina,1,1,1,1,Miina (1),Miinat (1)
Läänemaa,Määvel,1,1,1,1,Määvel (1),Määvel (1)
Läänemaa,Nipitiri,1,1,1,1,Nipitiri (1),Nipitiri (1)
Läänemaa,Nirgi,1,1,1,1,Nirgi (1),Nirgi (1)
Läänemaa,Nuuma,1,1,1,1,Nuuma (1),Nuuma (1)
Läänemaa,Nuut,1,1,1,1,Nuut (1),Nuut (1)
Läänemaa,Näu,1,1,1,1,Näu (1),Näu (1)
Läänemaa,Ohtla,1,1,1,1,Ohtla (1),Ohtla (1)
Läänemaa,Oller,1,1,1,1,Oller (1),Oller (1)
Läänemaa,Otsa,1,1,1,1,Otsa (1),Otsa (1)
Läänemaa,Ott,1,1,1,1,Ott (1),Ott (1)
Läänemaa,Padula,1,1,1,1,Padula (1),Padula (1)
Läänemaa,Palevere,1,1,1,1,Palevere (1),Palevere (1)
Läänemaa,Peeru-Leenu,1,1,1,1,Peeru-Leenu (1),Peeru-Leenu (1)
Läänemaa,Peipsi,1,1,1,1,Peipsi (1),Peipsi (1)
Läänemaa,Piibu,1,1,1,1,Piibu (1),Piibu (1)
Läänemaa,Pille,1,1,1,1,Pille (1),Pille (1)
Läänemaa,Poola,1,1,1,1,Poola (1),Poola (1)
Läänemaa,Preiton,1,1,1,1,Preiton (1),Preiton (1)
Läänemaa,Prooss,1,1,1,1,Prooss (1),proosu (1)
Läänemaa,Puikvere,1,1,1,1,Puikvere (1),Puikvere (1)
Läänemaa,Pärle,1,1,1,1,Pärle (1),Pärle (1)
Läänemaa,Päärn,1,1,1,1,Päärn (1),Päärni (1)
Läänemaa,Rindal (proper),1,1,1,1,Rindal (proper) (1),Rindal (1)
Läänemaa,Ritsu,1,1,1,1,Ritsu (1),Ritsu (1)
Läänemaa,Roode,1,1,1,1,Roode (1),Roode (1)
Läänemaa,Saravere,1,1,1,1,Saravere (1),Saravere (1)
Läänemaa,Sassi,1,1,1,1,Sassi (1),Sassi (1)
Läänemaa,Sigur,1,1,1,1,Sigur (1),Sigur (1)
Läänemaa,Sooniste,1,1,1,1,Sooniste (1),Sooniste (1)
Läänemaa,Sõõre,1,1,1,1,Sõõre (1),Sõõre (1)
Läänemaa,Talina,1,1,1,1,Talina (1),Talina (1)
Läänemaa,Tibu-Jaaku,1,1,1,1,Tibu-Jaaku (1),Tibu-Jaaku (1)
Läänemaa,Tiinu,1,1,1,1,Tiinu (1),Tiinuse (1)
Läänemaa,Tiio,1,1,1,1,Tiio (1),Tiio (1)
Läänemaa,Tiit,1,1,1,1,Tiit (1),Tiits (1)
Läänemaa,Tiiukene,1,1,1,1,Tiiukene (1),Tiiukene (1)
Läänemaa,Tillermann,1,1,1,1,Tillermann (1),Tillermann (1)
Läänemaa,Tinur,1,1,1,1,Tinur (1),Tinur (1)
Läänemaa,Tussi,1,1,1,1,Tussi (1),Tussi (1)
Läänemaa,Tuudi,1,1,1,1,Tuudi (1),Tuudi (1)
Läänemaa,Tuura,1,1,1,1,Tuura (1),Tuura (1)
Läänemaa,Tõnis,1,1,1,1,Tõnis (1),Tõnis (1)
Läänemaa,Tõnismägi,1,1,1,1,Tõnismägi (1),Tõnismägi (1)
Läänemaa,Tõntsu,1,1,1,1,Tõntsu (1),Tõntsu (1)
Läänemaa,Türgi,1,1,1,1,Türgi (1),Türgi (1)
Läänemaa,Tüür,1,1,1,1,Tüür (1),Tüür (1)
Läänemaa,Uikvere,1,1,1,1,Uikvere (1),Uikvere (1)
Läänemaa,Umbsu,1,1,1,1,Umbsu (1),Umbsu (1)
Läänemaa,Unt,1,1,1,1,Unt (1),Unt (1)
Läänemaa,Uurias,1,1,1,1,Uurias (1),Uurias (1)
Läänemaa,Vaemla,1,1,1,1,Vaemla (1),Vaemla (1)
Läänemaa,Vaikvere,1,1,1,1,Vaikvere (1),Vaikvere (1)
Läänemaa,Vanar,1,1,1,1,Vanar (1),Vanar (1)
Läänemaa,Viderik,1,1,1,1,Viderik (1),Viderik (1)
Läänemaa,Viilu,1,1,1,1,Viilu (1),Viilu (1)
Läänemaa,Virtsu,1,1,1,1,Virtsu (1),Virtsu (1)
Läänemaa,ants,1,1,1,1,ants (1),antsukene (1)
Läänemaa,aru/Arju,1,1,1,1,aru/Arju (1),aru/Arju (1)
Läänemaa,eepriline pull,1,1,1,1,eepriline pull (1),eerpuri (1)
Läänemaa,eideke,1,1,1,1,eideke (1),eedekene (1)
Läänemaa,ille,1,1,1,1,ille (1),ille (1)
Läänemaa,jaanike,1,1,1,1,jaanike (1),jaanikene (1)
Läänemaa,kaie,1,1,1,1,kaie (1),kaie (1)
Läänemaa,kild,1,1,1,1,kild (1),kild (1)
Läänemaa,koidu-Jaaku,1,1,1,1,koidu-Jaaku (1),koidu-Jaaku (1)
Läänemaa,maimu,1,1,1,1,maimu (1),maimu (1)
Läänemaa,marju,1,1,1,1,marju (1),marju (1)
Läänemaa,matt,1,1,1,1,matt (1),matt (1)
Läänemaa,riinägä,1,1,1,1,riinägä (1),riinägä (1)
Läänemaa,sigur,1,1,1,1,sigur (1),sigur (1)
Läänemaa,tita,1,1,1,1,tita (1),tita (1)
Läänemaa,Ärma,1,1,1,1,Ärma (1),Ärma (1)
Läänemaa,Üiru,1,1,1,1,Üiru (1),Üiru (1)
Metsäsuomalaisten alue,Jesus / Christ,34,25,3,7,Jeesus (29); Kristus (3); Jesus (2),Jeesus (21); Kiesus (5); Kristus (3); Jesus (2); Jessuksën (1); Jiessus (1); Jeesus-en (1)
Metsäsuomalaisten alue,God / Jumala / Jumal,19,15,6,8,herra (8); jumala (3); Herra (3); Jumala (3); jumalia (1); luoja+n (1),herra (7); jumala (3); Herra (3); Jumala (2); jumala-ta-k (1); Jojhen (1); herran (1); luoja+n (1)
Metsäsuomalaisten alue,Mary / Maria / Maarja / Mari,14,11,5,9,Maria (7); Maaria (2); maija (2); marita (2); Maria+n (1),Maaria (4); maija (2); mareta (2); Maria (1); Moari (1); Muarja (1); marjoa (1); Moaria (1)
Metsäsuomalaisten alue,Väinämöinen,9,8,1,3,Väinämöinen (9),Väinämöinen (7); Väinämöin (1); Väinämöi (1)
Metsäsuomalaisten alue,Ukko,8,6,2,2,Ukko (4); ukko (4),Ukko (4); ukko (4)
Metsäsuomalaisten alue,Tuoni,7,6,2,2,tuoni (6); Tuoni (1),tuoni (6); Tuoni (1)
Metsäsuomalaisten alue,Peter / Pietari / Peeter,5,4,2,4,Pietari (4); Pekka (1),Pietari (2); Pietarin (1); Pekka (1); Pietrus (1)
Metsäsuomalaisten alue,George / Jüri,3,3,1,2,Yrjö (3),Yrjö (2); Yyrjä (1)
Metsäsuomalaisten alue,Ilmarinen,3,3,1,3,Ilmarinen (3),Ilmarainen (1); Ilmaroi (1); Ilmari (1)
Metsäsuomalaisten alue,Judas / Juudas,3,3,3,3,Juutas (1); juutas (1); Juudas (1),Juutas (1); juutas (1); Juudas (1)
Metsäsuomalaisten alue,Annikka,2,1,1,1,Annikka (2),Annikka (2)
Metsäsuomalaisten alue,Yrjä,2,1,1,1,Yrjä (2),Yrjä (2)
Metsäsuomalaisten alue,Andrew / Antti,1,1,1,1,Antti (1),Antti (1)
Metsäsuomalaisten alue,Catherine / Kadri / Katri,1,1,1,1,Kati (1),Kati (1)
Metsäsuomalaisten alue,John / Jaan / Jussi / Hans,1,1,1,1,Juho (1),Juho (1)
Metsäsuomalaisten alue,Juortano,1,1,1,1,Juortano (1),Juortanon (1)
Metsäsuomalaisten alue,Kiesus,1,1,1,1,Kiesus (1),Kiesus (1)
Metsäsuomalaisten alue,Koj,1,1,1,1,Koj (1),Koj (1)
Metsäsuomalaisten alue,Kyllikki,1,1,1,1,Kyllikki (1),Kyllikki (1)
Metsäsuomalaisten alue,Laurikka,1,1,1,1,Laurikka (1),Laurikka (1)
Metsäsuomalaisten alue,Lutunen,1,1,1,1,Lutunen (1),Lutunen (1)
Metsäsuomalaisten alue,Nikki,1,1,1,1,Nikki (1),Nikki (1)
Metsäsuomalaisten alue,Riisi,1,1,1,1,Riisi (1),Riisi (1)
Metsäsuomalaisten alue,Turja,1,1,1,1,Turja (1),Turja (1)
Metsäsuomalaisten alue,pimpi,1,1,1,1,pimpi (1),pimpi (1)
Metsäsuomalaisten alue,puke,1,1,1,1,puke (1),pukeri (1)
Metsäsuomalaisten alue,Äimäröinen,1,1,1,1,Äimäröinen (1),Äimäröinen (1)
Muurmanni,nimi,1,1,1,1,nimi (1),nimi (1)
Novgorodin alue,God / Jumala / Jumal,1,1,1,1,Jumala (1),Jumala (1)
Novgorodin alue,Ukko,1,1,1,1,ukko (1),ukko (1)
Peräpohjola,Ukko,97,79,4,12,ukko (69); Ukko (26); ukkonen (1),ukko (54); Ukko (27); ukki (3); okka (3); utti (2); ukke (2); ukki (diminutive) (1); tokka (1)
Peräpohjola,Michael / Mikko / Mihkel,87,80,4,10,Mikko (82); mikko (2); Mikael (2),Mikko (72); mikko (4); mikkeli (2); mikon (2); miikelis (2); miko (1); Miikin (1); miika (1)
Peräpohjola,God / Jumala / Jumal,71,63,11,13,herra (44); Jumala (10); Herra (7); luoja (3); tuomari (1); jumala (1); herran (1); Luoja (1),herra (46); Jumala (10); Herra (3); luoja (2); Herra+s (2); tuuri (1); jumala (1); herma (1)
Peräpohjola,Matthew / Matti,58,44,2,5,Matti (51); matti (7),Matti (45); matti (9); Mattia (2); Matti-a (1); mati (1)
Peräpohjola,Henry / Heikki,57,46,2,5,Heikki (56); Henriikka (1),Heikki (51); Heikin (3); heikin (1); Henriikka (1); Hippa-Heikki (1)
Peräpohjola,Mary / Maria / Maarja / Mari,55,45,8,9,Maija (31); Maria (13); maija (4); maaria (2); Maijaa (2); Marja (1); maijjaa (1); Maaria (1),Maija (25); Maria (8); maija (8); maijaa (3); maaria (3); maria (3); Marja (3); maijja (1)
